year,alcoholic-beverages_beverages_alcoholic,alcoholic-beverages_beverages_fermented,alcoholic-beverages_grapes,animal-products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy-roots_cassava,starchy-roots_potatoes,starchy-roots_roots_other,starchy-roots_sweet_potatoes,starchy-roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,0,15,0,109,2,1,102,68,1,63,0,76,89,0,192,0,0,3,0,0,3,2,2,89,0,44,31,1,53,0,0,0,0,7,0,0,11,0,0,8,0,323,1,203,0,368,1,0,0,98,0,4,3,12
1962,0,15,0,97,3,4,98,54,1,75,0,77,69,0,187,0,0,3,0,0,3,2,2,78,0,42,28,1,54,0,0,1,0,6,0,0,20,0,0,7,0,313,0,199,0,357,1,0,0,96,0,4,3,12
1963,0,15,0,99,3,1,77,55,1,50,0,77,44,0,196,0,0,3,0,0,2,2,2,78,0,41,24,1,58,0,0,0,0,6,0,0,13,0,0,7,0,346,0,197,0,345,1,0,0,58,0,4,2,12
1964,0,15,0,95,4,3,73,54,0,59,0,80,49,0,190,0,0,3,0,0,2,2,1,81,0,46,25,1,59,0,0,1,0,6,0,0,11,0,0,7,0,356,0,194,0,352,1,0,0,61,0,3,1,12
1965,0,11,0,94,5,1,84,43,1,57,0,61,47,0,193,0,0,3,0,0,3,2,1,82,0,29,29,0,71,0,0,2,0,6,0,0,8,0,0,7,0,386,0,199,0,314,0,0,0,82,0,2,2,12
1966,0,16,0,101,4,1,111,59,1,81,0,84,62,0,193,0,0,2,0,0,3,2,2,77,0,31,26,0,71,0,0,3,0,6,0,0,10,0,0,8,0,417,0,227,0,253,0,0,0,85,0,3,2,12
1967,0,14,0,104,4,4,159,68,1,78,0,63,64,0,201,0,0,2,0,0,5,2,1,92,0,30,26,0,67,0,0,3,0,13,0,0,10,0,0,13,0,416,0,208,0,323,0,0,0,76,0,2,3,13
1968,0,11,0,96,4,2,115,52,0,73,0,53,72,0,204,0,0,2,0,1,5,3,2,88,0,48,28,1,68,0,0,2,0,5,0,0,10,0,0,13,0,373,0,222,0,345,0,0,0,90,0,2,3,13
1969,0,11,0,112,5,1,109,60,1,66,0,50,63,0,210,0,0,3,0,1,6,2,1,54,0,54,29,1,67,0,0,4,0,5,0,0,10,0,0,13,0,380,0,222,0,362,0,0,0,96,0,2,2,14
1970,0,18,0,136,5,1,129,96,1,79,0,77,69,0,205,0,0,3,0,1,11,3,2,99,0,80,29,0,68,0,0,4,0,5,0,0,12,0,0,13,0,383,0,247,0,241,0,0,0,98,0,2,6,16
